# Baseline: 2026-07-21T18:49:25+02:00 GCC_OPT=-O2 TCC=8c18fcc0
test,function,tcc_O2,gcc_-O2
gcc-execute/pr93945,foo,9,5
gcc-execute/pr93945,main,14,14
gcc-execute/pr93945,qux,4,4
gcc-execute/pr94130,main,18,15
gcc-execute/pr94134,main,18,18
gcc-execute/pr94412,bar,19,8
gcc-execute/pr94412,foo,19,12
gcc-execute/pr94412,main,2,2
gcc-execute/pr94524-1,foo,116,208
gcc-execute/pr94524-1,main,22,12
gcc-execute/pr94524-2,foo,116,125
gcc-execute/pr94524-2,main,71,27
gcc-execute/pr94567,foo,9,6
gcc-execute/pr94567,main,57,69
gcc-execute/pr94591,id_V2DI,9,6
gcc-execute/pr94591,id_V2SI,4,1
gcc-execute/pr94591,main,2,2
gcc-execute/pr94724,main,10,5
gcc-execute/pr94734,bar,22,20
gcc-execute/pr94734,baz,17,20
gcc-execute/pr94734,foo,21,21
gcc-execute/pr94734,main,40,40
gcc-execute/pr94809,main,17,2
gcc-execute/pr95731,bar,38,14
gcc-execute/pr95731,baz,36,12
gcc-execute/pr95731,foo,28,12
gcc-execute/pr95731,main,169,80
gcc-execute/pr96549,main,17,15
gcc-execute/pr97073,foo,12,8
gcc-execute/pr97073,main,18,15
gcc-execute/pr97325,foo,17,12
gcc-execute/pr97325,main,10,2
gcc-execute/pr97386-1,foo,21,9
gcc-execute/pr97386-1,main,11,8
gcc-execute/pr97386-2,foo,17,15
gcc-execute/pr97386-2,main,9,9
gcc-execute/pr97404,h,2,2
gcc-execute/pr97404,l,9,7
gcc-execute/pr97404,m,18,13
gcc-execute/pr97404,main,25,9
gcc-execute/pr97421-1,f,26,14
gcc-execute/pr97421-1,main,9,9
gcc-execute/pr97421-2,main,45,12
gcc-execute/pr97421-3,e,33,7
gcc-execute/pr97421-3,main,9,9
gcc-execute/pr97695,f,10,10
gcc-execute/pr97695,j,37,17
gcc-execute/pr97695,main,4,4
gcc-execute/pr97764,main,2,2
gcc-execute/pr97836,b,2,2
gcc-execute/pr97836,main,9,7
gcc-execute/pr97888-1,main,29,6
gcc-execute/pr97888-2,foo,11,12
gcc-execute/pr97888-2,main,7,7
gcc-execute/pr98304-2,bar,9,2
gcc-execute/pr98304-2,baz,10,5
gcc-execute/pr98304-2,corge,9,7
gcc-execute/pr98304-2,foo,9,5
gcc-execute/pr98304-2,fred,10,5
gcc-execute/pr98304-2,goo,9,5
gcc-execute/pr98304-2,main,67,64
gcc-execute/pr98304-2,quux,9,7
gcc-execute/pr98304-2,qux,9,7
gcc-execute/pr98304-2,thud,9,7
gcc-execute/pr98304-2,waldo,8,6
gcc-execute/pr98366,main,17,5
gcc-execute/pr98474,foo,5,4
gcc-execute/pr98474,main,24,15
gcc-execute/pr98681,foo,5,4
gcc-execute/pr98681,main,13,12
gcc-execute/pr98727,foo,8,7
gcc-execute/pr98727,main,20,20
gcc-execute/pr98736,main,45,13
gcc-execute/pr98853-1,foo,19,6
gcc-execute/pr98853-1,main,19,18
gcc-execute/pr98853-2,foo,6,3
gcc-execute/pr98853-2,main,13,13
gcc-execute/pr99079,foo,8,12
gcc-execute/pr99079,main,11,11
gcc-execute/pr99751,identity,1,1
gcc-execute/pr99751,main,16,14
gcc-execute/pr99751,store_to_c,4,4
gcc-execute/printf-1,main,75,83
gcc-execute/printf-2,main,66,60
gcc-execute/printf-2,write_file,22,24
gcc-execute/printf-chk-1,__printf_chk,33,17
gcc-execute/printf-chk-1,main,210,198
gcc-execute/printf,main_test,37,46
gcc-execute/pta-field-1,bar,4,4
gcc-execute/pta-field-1,foo,16,11
gcc-execute/pta-field-1,main,21,15
gcc-execute/pta-field-2,bar,5,4
gcc-execute/pta-field-2,foo,17,10
gcc-execute/pta-field-2,main,22,14
gcc-execute/ptr-arith-1,f,3,3
gcc-execute/ptr-arith-1,main,10,5
gcc-execute/pure-1,func0,4,4
gcc-execute/pure-1,func1,2,2
gcc-execute/pure-1,main,2,2
gcc-execute/pushpop_macro,main,2,2
gcc-execute/rbug,d,1,3
gcc-execute/rbug,main,24,5
gcc-execute/rbug,s,1,3
gcc-execute/regstack-1,main,183,189
gcc-execute/restrict-1,bar,11,16
gcc-execute/restrict-1,foo,9,8
gcc-execute/restrict-1,main,19,9
gcc-execute/return-addr,get_max_2,2,2
gcc-execute/return-addr,get_max_3,9,5
gcc-execute/return-addr,get_min_2,2,2
gcc-execute/return-addr,get_min_3,9,5
gcc-execute/return-addr,main,39,39
gcc-execute/return-addr,test_max_2,13,10
gcc-execute/return-addr,test_max_3,14,11
gcc-execute/return-addr,test_min_2,13,10
gcc-execute/return-addr,test_min_3,14,11
gcc-execute/return-addr,test_min_3_phi,36,30
gcc-execute/scal-to-vec1,main,1824,630
gcc-execute/scal-to-vec2,main,373,214
gcc-execute/scal-to-vec2,vchr,2,2
gcc-execute/scal-to-vec2,vint,2,2
gcc-execute/scal-to-vec2,vlng,2,2
gcc-execute/scal-to-vec2,vsrt,2,2
gcc-execute/scal-to-vec3,main,974,173
gcc-execute/scope-1,f,7,6
gcc-execute/scope-1,main,8,10
gcc-execute/shiftdi-2,main,45,67
gcc-execute/shiftdi,g,24,24
gcc-execute/shiftdi,main,23,2
gcc-execute/shiftopt-1,main,2,2
gcc-execute/shiftopt-1,stest,1,1
gcc-execute/shiftopt-1,utest,1,1
gcc-execute/signed1bitfield-1,check,5,4
gcc-execute/signed1bitfield-1,main,19,13
gcc-execute/simd-1,main,433,276
gcc-execute/simd-1,verify,17,16
gcc-execute/simd-2,main,677,421
gcc-execute/simd-2,verify,17,16
gcc-execute/simd-4,main,19,8
gcc-execute/simd-5,func0,4,4
gcc-execute/simd-5,func1,78,45
gcc-execute/simd-5,func2,78,45
gcc-execute/simd-5,main,29,48
gcc-execute/simd-6,foo,45,34
gcc-execute/simd-6,main,71,17
gcc-execute/snprintf-chk,main_test,17,13
gcc-execute/snprintf-chk,test1,234,211
gcc-execute/snprintf-chk,test2,234,176
gcc-execute/snprintf-chk,test3,222,397
gcc-execute/sprintf-chk,main_test,17,13
gcc-execute/sprintf-chk,test1,164,151
gcc-execute/sprintf-chk,test2,210,167
gcc-execute/sprintf-chk,test3,176,249
gcc-execute/sprintf,main_test,92,93
gcc-execute/sprintf,test1,5,3
gcc-execute/sprintf,test2,3,3
gcc-execute/sprintf,test3,5,4
gcc-execute/sprintf,test4,3,4
gcc-execute/sprintf,test5,5,4
gcc-execute/ssad-run,bar,8,26
gcc-execute/ssad-run,main,64,53
gcc-execute/stdarg-1,bar,59,61
gcc-execute/stdarg-1,f0,18,3
gcc-execute/stdarg-1,f1,18,7
gcc-execute/stdarg-1,f2,33,17
gcc-execute/stdarg-1,f3,28,12
gcc-execute/stdarg-1,f4,34,25
gcc-execute/stdarg-1,f5,27,66
gcc-execute/stdarg-1,f6,41,17
gcc-execute/stdarg-1,f7,27,61
gcc-execute/stdarg-1,f8,34,68
gcc-execute/stdarg-1,foo,20,7
gcc-execute/stdarg-1,main,110,105
gcc-execute/stdarg-2,bar,26,27
gcc-execute/stdarg-2,f1,28,8
gcc-execute/stdarg-2,f10,30,10
gcc-execute/stdarg-2,f11,25,33
gcc-execute/stdarg-2,f12,27,53
gcc-execute/stdarg-2,f2,24,33
gcc-execute/stdarg-2,f3,28,10
gcc-execute/stdarg-2,f4,24,33
gcc-execute/stdarg-2,f5,25,53
gcc-execute/stdarg-2,f6,30,10
gcc-execute/stdarg-2,f7,25,33
gcc-execute/stdarg-2,f8,26,53
gcc-execute/stdarg-2,foo,97,44
gcc-execute/stdarg-2,main,109,98
gcc-execute/stdarg-3,bar,3,3
gcc-execute/stdarg-3,f1,35,17
gcc-execute/stdarg-3,f2,35,21
gcc-execute/stdarg-3,f3,40,17
gcc-execute/stdarg-3,f4,45,30
gcc-execute/stdarg-3,f5,36,26
gcc-execute/stdarg-3,f6,36,23
gcc-execute/stdarg-3,f7,42,27
gcc-execute/stdarg-3,f8,49,26
gcc-execute/stdarg-3,main,440,310
gcc-execute/stdarg-4,f1,55,23
gcc-execute/stdarg-4,f2,87,31
gcc-execute/stdarg-4,f3,112,55
gcc-execute/stdarg-4,f3h,8,6
gcc-execute/stdarg-4,f4,99,47
gcc-execute/stdarg-4,main,126,120
gcc-execute/stkalign,main,37,38
gcc-execute/stkalign,test,16,27
gcc-execute/stkalign,test2,16,27
gcc-execute/stpcpy-chk,main_test,18,13
gcc-execute/stpcpy-chk,test1,153,155
gcc-execute/stpcpy-chk,test2,146,111
gcc-execute/stpcpy-chk,test3,220,155
gcc-execute/stpcpy-chk,test4,104,93
gcc-execute/stpncpy-chk,main_test,18,16
gcc-execute/stpncpy-chk,test1,213,219
gcc-execute/stpncpy-chk,test2,36,36
gcc-execute/stpncpy-chk,test3,262,65
gcc-execute/stpncpy-chk,test4,150,163
gcc-execute/strcat-chk,main_test,21,17
gcc-execute/strcat-chk,test1,250,208
gcc-execute/strcat-chk,test2,175,127
gcc-execute/strcat-chk,test3,113,99
gcc-execute/strcat,main_test,232,212
gcc-execute/strchr,main_test,24,34
gcc-execute/strcmp-1,main,265,189
gcc-execute/strcmp-1,test,17,15
gcc-execute/strcmp,main_test,54,95
gcc-execute/strcpy-1,main,145,109
gcc-execute/strcpy-2,f,4,9
gcc-execute/strcpy-2,main,28,20
gcc-execute/strcpy-2,main_test,12,13
gcc-execute/strcpy-2,test,36,35
gcc-execute/strcpy-chk,main_test,18,13
gcc-execute/strcpy-chk,test1,75,67
gcc-execute/strcpy-chk,test2,145,106
gcc-execute/strcpy-chk,test3,196,116
gcc-execute/strcpy-chk,test4,98,88
gcc-execute/strcpy,main_test,125,131
gcc-execute/strcspn,main_test,71,97
gcc-execute/strct-pack-1,check,15,16
gcc-execute/strct-pack-1,main,10,5
gcc-execute/strct-pack-2,main,7,5
gcc-execute/strct-pack-3,f,20,7
gcc-execute/strct-pack-3,main,15,5
gcc-execute/strct-pack-4,main,3,5
gcc-execute/strct-pack-4,my_set_a,2,2
gcc-execute/strct-pack-4,my_set_b,2,2
gcc-execute/strct-stdarg-1,f,65,53
gcc-execute/strct-stdarg-1,main,62,28
gcc-execute/strct-varg-1,f,69,36
gcc-execute/strct-varg-1,main,21,21
gcc-execute/string-opt-17,check2,12,10
gcc-execute/string-opt-17,main,26,26
gcc-execute/string-opt-17,test1,8,7
gcc-execute/string-opt-17,test2,8,15
gcc-execute/string-opt-18,main,37,19
gcc-execute/string-opt-18,test1,1,10
gcc-execute/string-opt-18,test2,11,11
gcc-execute/string-opt-18,test3,1,10
gcc-execute/string-opt-18,test4,9,9
gcc-execute/string-opt-18,test5,8,8
gcc-execute/string-opt-18,test6,7,7
gcc-execute/string-opt-18,test7,8,8
gcc-execute/string-opt-5,main,322,317
gcc-execute/strlen-1,main,52,67
gcc-execute/strlen-2,foo,12,12
gcc-execute/strlen-2,main,7,7
gcc-execute/strlen-2,main_test,108,97
gcc-execute/strlen-2,test_array_off_2_2_5,392,393
gcc-execute/strlen-2,test_array_off_2_3,263,280
gcc-execute/strlen-2,test_array_ref_2_2_5,547,522
gcc-execute/strlen-2,test_array_ref_2_3,283,283
gcc-execute/strlen-3,main,4,4
gcc-execute/strlen-3,main_test,69,88
gcc-execute/strlen-3,test_array_ref,151,640
gcc-execute/strlen-4,main,5,5
gcc-execute/strlen-4,test_array_ptr,678,1162
gcc-execute/strlen-4,test_ptr_array,1,363
gcc-execute/strlen-5,main,18,2540
gcc-execute/strlen-5,test_const_global_arrays,138,308
gcc-execute/strlen-5,test_const_global_member_arrays,422,785
gcc-execute/strlen-5,test_const_local_arrays,452,316
gcc-execute/strlen-5,test_nonconst_global_arrays,653,513
gcc-execute/strlen-5,test_nonconst_local_arrays,452,316
gcc-execute/strlen-6,main,12,505
gcc-execute/strlen-7,init,3,1
gcc-execute/strlen-7,main,6,6
gcc-execute/strlen-7,test_dynamic_type,14,16
gcc-execute/strlen,main_test,113,82
gcc-execute/strncat-chk,main_test,21,17
gcc-execute/strncat-chk,test1,307,227
gcc-execute/strncat-chk,test2,188,133
gcc-execute/strncat-chk,test3,116,102
gcc-execute/strncat,main_test,336,296
gcc-execute/strncmp-1,main,319,260
gcc-execute/strncmp-1,test,17,15
gcc-execute/strncmp-2,main_test,1,1
gcc-execute/strncmp,main_test,62,178
gcc-execute/strncpy-chk,main_test,18,16
gcc-execute/strncpy-chk,test1,203,145
gcc-execute/strncpy-chk,test2,17,16
gcc-execute/strncpy-chk,test3,232,65
gcc-execute/strncpy-chk,test4,126,147
gcc-execute/strncpy,main_test,195,188
gcc-execute/strnlen,main_test,7,7
gcc-execute/strnlen,test_strnlen_str_cst,194,211
gcc-execute/strnlen,test_strnlen_str_range,152,166
gcc-execute/strnlen,test_strnlen_str_range_side_effect,45,31
gcc-execute/strpbrk,fn,51,61
gcc-execute/strpbrk,main_test,10,9
gcc-execute/strpcpy-2,main_test,19,24
gcc-execute/strpcpy-2,test,40,50
gcc-execute/strpcpy,main_test,106,116
gcc-execute/strrchr,main_test,58,74
gcc-execute/strspn,main_test,63,99
gcc-execute/strstr-asm,main_test,49,67
gcc-execute/strstr,main_test,24,43
gcc-execute/struct-aliasing-1,foo,6,6
gcc-execute/struct-aliasing-1,main,13,13
gcc-execute/struct-cpy-1,ini,15,18
gcc-execute/struct-cpy-1,main,16,19
gcc-execute/struct-ini-1,main,16,17
gcc-execute/struct-ini-2,main,22,21
gcc-execute/struct-ini-3,main,3,5
gcc-execute/struct-ini-4,main,8,10
gcc-execute/struct-ret-1,f,54,55
gcc-execute/struct-ret-1,main,70,49
gcc-execute/struct-ret-2,f,2,2
gcc-execute/struct-ret-2,g,2,2
gcc-execute/struct-ret-2,main,3,5
gcc-execute/switch-1,foo,16,9
gcc-execute/switch-1,main,52,44
gcc-execute/tstdi-1,feq,7,5
gcc-execute/tstdi-1,fge,6,5
gcc-execute/tstdi-1,fgt,10,6
gcc-execute/tstdi-1,fle,10,6
gcc-execute/tstdi-1,flt,6,5
gcc-execute/tstdi-1,fne,7,5
gcc-execute/tstdi-1,main,3,5
gcc-execute/unroll-1,main,3,5
gcc-execute/unsafe-fp-assoc-1,func,54,43
gcc-execute/unsafe-fp-assoc-1,main,6,2
gcc-execute/unsafe-fp-assoc,foo,11,11
gcc-execute/unsafe-fp-assoc,main,13,2
gcc-execute/usad-run,bar,8,26
gcc-execute/usad-run,main,64,52
gcc-execute/user-printf,main,87,82
gcc-execute/user-printf,user_print,28,14
gcc-execute/usmul,bar,6,2
gcc-execute/usmul,foo,6,2
gcc-execute/usmul,main,50,59
gcc-execute/va-arg-10,f0,26,12
gcc-execute/va-arg-10,f1,26,12
gcc-execute/va-arg-10,f10,25,9
gcc-execute/va-arg-10,f11,25,9
gcc-execute/va-arg-10,f12,25,9
gcc-execute/va-arg-10,f13,25,9
gcc-execute/va-arg-10,f14,25,9
gcc-execute/va-arg-10,f15,25,9
gcc-execute/va-arg-10,f2,26,12
gcc-execute/va-arg-10,f3,26,12
gcc-execute/va-arg-10,f4,25,9
gcc-execute/va-arg-10,f5,25,9
gcc-execute/va-arg-10,f6,25,9
gcc-execute/va-arg-10,f7,25,9
gcc-execute/va-arg-10,f8,25,9
gcc-execute/va-arg-10,f9,25,9
gcc-execute/va-arg-10,fap,49,49
gcc-execute/va-arg-10,main,501,318
gcc-execute/va-arg-10,to_hex,8,11
gcc-execute/va-arg-11,main,16,18
gcc-execute/va-arg-12,f,52,31
gcc-execute/va-arg-12,main,49,42
gcc-execute/va-arg-13,dummy,14,6
gcc-execute/va-arg-13,main,6,8
gcc-execute/va-arg-13,test,47,20
gcc-execute/va-arg-14,main,5,8
gcc-execute/va-arg-14,vat,88,60
gcc-execute/va-arg-15,main,57,52
gcc-execute/va-arg-15,vafunction,67,35
gcc-execute/va-arg-16,main,45,39
gcc-execute/va-arg-16,vafunction,128,107
gcc-execute/va-arg-17,main,40,35
gcc-execute/va-arg-17,vafunction,112,89
gcc-execute/va-arg-18,f,43,18
gcc-execute/va-arg-18,main,43,38
gcc-execute/va-arg-19,main,21,22
gcc-execute/va-arg-19,vafunction,85,45
gcc-execute/va-arg-1,f,43,19
gcc-execute/va-arg-1,main,25,25
gcc-execute/va-arg-20,bar,33,16
gcc-execute/va-arg-20,foo,15,8
gcc-execute/va-arg-20,main,8,10
gcc-execute/va-arg-21,main,6,6
gcc-execute/va-arg-22,bar,32,26
gcc-execute/va-arg-22,foo,414,747
gcc-execute/va-arg-22,main,304,215
gcc-execute/va-arg-23,foo,32,13
gcc-execute/va-arg-23,main,21,23
gcc-execute/va-arg-24,main,199,104
gcc-execute/va-arg-24,verify,27,22
gcc-execute/va-arg-26,f,26,8
gcc-execute/va-arg-26,main,22,25
gcc-execute/va-arg-2,f0,43,33
gcc-execute/va-arg-2,f1,43,33
gcc-execute/va-arg-2,f10,44,30
gcc-execute/va-arg-2,f11,44,30
gcc-execute/va-arg-2,f12,44,30
gcc-execute/va-arg-2,f13,44,30
gcc-execute/va-arg-2,f14,44,30
gcc-execute/va-arg-2,f15,44,30
gcc-execute/va-arg-2,f2,43,33
gcc-execute/va-arg-2,f3,43,33
gcc-execute/va-arg-2,f4,44,30
gcc-execute/va-arg-2,f5,44,30
gcc-execute/va-arg-2,f6,44,30
gcc-execute/va-arg-2,f7,44,30
gcc-execute/va-arg-2,f8,44,30
gcc-execute/va-arg-2,f9,44,30
gcc-execute/va-arg-2,main,501,318
gcc-execute/va-arg-2,to_hex,8,11
gcc-execute/va-arg-4,f,56,37
gcc-execute/va-arg-4,main,15,20
gcc-execute/va-arg-5,main,36,30
gcc-execute/va-arg-5,va_double,62,44
gcc-execute/va-arg-5,va_long_double,62,44
gcc-execute/va-arg-6,f,97,64
gcc-execute/va-arg-6,main,29,29
gcc-execute/va-arg-7,debug,43,18
gcc-execute/va-arg-7,main,57,49
gcc-execute/va-arg-8,debug,40,20
gcc-execute/va-arg-8,main,25,25
gcc-execute/va-arg-9,f0,26,31
gcc-execute/va-arg-9,f1,26,31
gcc-execute/va-arg-9,f10,25,28
gcc-execute/va-arg-9,f11,25,28
gcc-execute/va-arg-9,f12,25,28
gcc-execute/va-arg-9,f13,25,28
gcc-execute/va-arg-9,f14,25,28
gcc-execute/va-arg-9,f15,25,28
gcc-execute/va-arg-9,f2,26,31
gcc-execute/va-arg-9,f3,26,31
gcc-execute/va-arg-9,f4,25,28
gcc-execute/va-arg-9,f5,25,28
gcc-execute/va-arg-9,f6,25,28
gcc-execute/va-arg-9,f7,25,28
gcc-execute/va-arg-9,f8,25,28
gcc-execute/va-arg-9,f9,25,28
gcc-execute/va-arg-9,fap,29,26
gcc-execute/va-arg-9,main,501,318
gcc-execute/va-arg-9,to_hex,8,11
gcc-execute/va-arg-pack-1,foo1,157,109
gcc-execute/va-arg-pack-1,foo2,140,102
gcc-execute/va-arg-pack-1,foo3,2,2
gcc-execute/va-arg-pack-1,main,165,109
gcc-execute/va-arg-trap-1,bar,19,8
gcc-execute/va-arg-trap-1,foo,3,5
gcc-execute/va-arg-trap-1,main,5,4
gcc-execute/vfprintf-1,inner,206,145
gcc-execute/vfprintf-1,main,32,32
gcc-execute/vfprintf-chk-1,__vfprintf_chk,17,20
gcc-execute/vfprintf-chk-1,inner,370,242
gcc-execute/vfprintf-chk-1,main,32,32
gcc-execute/vla-dealloc-1,main,46,27
gcc-execute/vprintf-1,inner,128,111
gcc-execute/vprintf-1,main,32,32
gcc-execute/vprintf-chk-1,__vprintf_chk,15,20
gcc-execute/vprintf-chk-1,inner,302,191
gcc-execute/vprintf-chk-1,main,32,32
gcc-execute/vrp-1,f,9,4
gcc-execute/vrp-1,main,7,5
gcc-execute/vrp-2,f,14,11
gcc-execute/vrp-2,main,26,5
gcc-execute/vrp-3,f,17,12
gcc-execute/vrp-3,main,29,5
gcc-execute/vrp-4,main,3,5
gcc-execute/vrp-4,test,12,12
gcc-execute/vrp-5,main,3,5
gcc-execute/vrp-5,test,11,18
gcc-execute/vrp-6,main,3,5
gcc-execute/vrp-6,test01,12,23
gcc-execute/vrp-6,test02,11,9
gcc-execute/vrp-7,foo,13,6
gcc-execute/vrp-7,main,12,11
gcc-execute/vsnprintf-chk,main_test,17,13
gcc-execute/vsnprintf-chk,test1,194,185
gcc-execute/vsnprintf-chk,test1_sub,116,99
gcc-execute/vsnprintf-chk,test2,55,45
gcc-execute/vsnprintf-chk,test2_sub,219,139
gcc-execute/vsnprintf-chk,test3,174,204
gcc-execute/vsnprintf-chk,test3_sub,104,79
gcc-execute/vsprintf-chk,main_test,17,13
gcc-execute/vsprintf-chk,test1,148,141
gcc-execute/vsprintf-chk,test1_sub,81,60
gcc-execute/vsprintf-chk,test2,58,47
gcc-execute/vsprintf-chk,test2_sub,193,127
gcc-execute/vsprintf-chk,test3,150,155
gcc-execute/vsprintf-chk,test3_sub,75,64
gcc-execute/wchar_t-1,main,16,17
gcc-execute/widechar-1,main,3,5
gcc-execute/widechar-2,main,3,5
gcc-execute/widechar-3,foo,2,2
gcc-execute/widechar-3,main,8,10
gcc-execute/zero-struct-1,h,26,6
gcc-execute/zero-struct-1,main,15,16
gcc-execute/zero-struct-2,main,11,10
gcc-execute/zero-struct-2,one_raw_spinlock,14,7
gcc-execute/zerolen-1,main,12,8
gcc-execute/zerolen-1,set,5,3
gcc-execute/zerolen-2,main,2,2
gnu89-inline/bug_gnu89_inline_asm,add1_inline,2,2
gnu89-inline/bug_gnu89_inline_asm,main,8,6
ir/01_hello_world,main,14,14
ir/01_hello_world,sum,2,2
ir/100_pure_func_strlen,main,20,21
ir/101_pure_func_abs,main,11,21
ir/102_pure_func_strcmp,main,20,24
ir/103_pure_func_multiple,main,20,25
ir/104_pure_func_variant,main,36,30
ir/105_builtin_strncmp_zero_count,main,15,9
ir/105_builtin_strncmp_zero_count,strncmp,30,15
ir/106_string_ops_runtime,main,40,39
ir/108_loop_unroll_basic,main,23,11
ir/109_loop_unroll_no_unroll,main,35,21
ir/110_iv_strength_reduction,array_copy,8,10
ir/110_iv_strength_reduction,array_diff_sum,18,17
ir/110_iv_strength_reduction,array_sum,16,12
ir/110_iv_strength_reduction,array_sum_reverse,14,11
ir/110_iv_strength_reduction,main,103,78
ir/110_iv_strength_reduction,short_array_sum,10,12
ir/110_loop_unroll_with_array,main,61,50
ir/111_builtin_printf,main,16,16
ir/112_builtin_puts,main,16,14
ir/113_reroll_basic,incr_glob_i,11,8
ir/113_reroll_basic,main,32,22
ir/114_reroll_negative,add_to_sum,6,6
ir/114_reroll_negative,main,23,18
ir/140_builtin_classify_type,main,30,30
ir/141_builtin_signbit,main,64,39
ir/142_builtin_copysign,main,47,40
ir/145_builtin_bswap,main,5,5
ir/150_builtin_fp,main,232,308
ir/150_builtin_setjmp,do_longjmp,15,7
ir/150_builtin_setjmp,main,37,17
ir/160_builtin_prefetch,main,40,32
ir/165_builtin_add_overflow,main,464,5
ir/166_builtin_mul_overflow_p,main,37,37
ir/170_nan_comparison,main,236,294
ir/171_strlen_constfold,main,37,51
ir/172_const_agg_fold,clobber,4,4
ir/172_const_agg_fold,main,142,109
ir/172_const_agg_fold,passU,12,8
ir/173_const_memcpy_fwd,all_ff,48,4
ir/173_const_memcpy_fwd,main,115,86
ir/173_const_memcpy_fwd,set_words,7,8
ir/173_const_memcpy_fwd,xor_in,67,15
ir/174_bitfield_extract_fold,fnA,7,6
ir/174_bitfield_extract_fold,fnB,6,6
ir/174_bitfield_extract_fold,fnC,6,6
ir/174_bitfield_extract_fold,fnD,6,5
ir/174_bitfield_extract_fold,main,166,56
ir/175_shift_pair_ubfx,add_k,5,4
ir/175_shift_pair_ubfx,get_n,4,4
ir/175_shift_pair_ubfx,main,83,15
ir/175_shift_pair_ubfx,mul_k,6,5
ir/175_shift_pair_ubfx,store_k,8,5
ir/175_shift_pair_ubfx,twice_m,6,5
ir/176_init_copy_global_fwd,bump,14,9
ir/176_init_copy_global_fwd,get_b,3,3
ir/176_init_copy_global_fwd,get_b5,3,3
ir/176_init_copy_global_fwd,get_c,4,4
ir/176_init_copy_global_fwd,get_h1,3,3
ir/176_init_copy_global_fwd,main,56,20
ir/176_init_copy_global_fwd,snapshot_ok,34,22
ir/176_init_copy_global_fwd,sum3,9,6
ir/177_bfi_insert,fA,11,9
ir/177_bfi_insert,fB,13,6
ir/177_bfi_insert,fC,12,8
ir/177_bfi_insert,fD,12,9
ir/177_bfi_insert,main,239,79
ir/178_dead_store_sroa,addA,7,6
ir/178_dead_store_sroa,addB,7,6
ir/178_dead_store_sroa,addC,6,5
ir/178_dead_store_sroa,main,183,63
ir/179_loop_carried_store,countdown_bf,31,2
ir/179_loop_carried_store,countdown_int,22,11
ir/179_loop_carried_store,main,65,6
ir/179_loop_carried_store,sum_arr,15,11
ir/179_loop_carried_store,sum_field,15,11
ir/179_loop_carried_store,via_static_call,16,5
ir/180_loop_rotation_condbody,main,148,59
ir/180_loop_rotation_condbody,sum_until_neg,21,11
ir/181_loop_const_sim_extern_store,main,120,6
ir/182_init_copy_global_fwd_alu,bumpD,12,8
ir/182_init_copy_global_fwd_alu,fn1D,9,5
ir/182_init_copy_global_fwd_alu,fn1E,9,5
ir/182_init_copy_global_fwd_alu,fn1M,23,5
ir/182_init_copy_global_fwd_alu,fn2D,11,10
ir/182_init_copy_global_fwd_alu,fn2M,18,10
ir/182_init_copy_global_fwd_alu,main,272,66
ir/182_init_copy_global_fwd_alu,retmeD,8,10
ir/182_init_copy_global_fwd_alu,retmeE,11,14
ir/182_init_copy_global_fwd_alu,retmeM,8,10
ir/182_init_copy_global_fwd_alu,snapshot_ok,31,7
ir/183_selfhost_inline_accumulate,main,26,25
ir/183_selfhost_inline_accumulate,sum_loop,18,12
ir/184_packed_bitfield_rmw_store,main,114,28
ir/185_loop_elim_zero_trip,count,7,2
ir/185_loop_elim_zero_trip,main,37,34
ir/185_loop_elim_zero_trip,sum_to,13,11
ir/186_fuzz_nested_loop_rotation,main,221,104
ir/187_fuzz_loop_carried_scratch,main,1080,489
ir/188_fuzz_dead_loop_split_backedge_phi,main,501,138
ir/189_fuzz_local_alu_cse_stackoff_var,main,596,355
ir/190_fuzz_mach_mod_src2_clobber,main,807,444
ir/191_fuzz_sccp_barrel_shift_fused,main,447,181
ir/192_fuzz_setif_litpool_highreg,main,513,317
ir/193_fuzz_entry_store_runtime_indexed,main,203,48
ir/194_fuzz_ssa_ternary_multidef_temp,main,865,369
ir/195_fuzz_ssa_ternary_multidef_temp2,main,470,192
ir/196_fuzz_mul_add_fuse_imm_dest,main,206,171
ir/197_fuzz_lea_fold_stack_alias,main,746,224
ir/198_fuzz_entry_store_ptr_overwrite,main,235,138
ir/199_fuzz_entry_store_forward_order,main,169,48
ir/200_fuzz_nonloop_phi_coalesce,helper1,45,34
ir/200_fuzz_nonloop_phi_coalesce,main,497,214
ir/201_fuzz_xor_cancel_live_producer,main,9,6
ir/202_fuzz_cmp_stackoff_var_identity,main,6,6
ir/203_fuzz_unsigned_cmp_constprop,main,6,6
ir/204_fuzz_entry_store_loop_overwrite,main,568,244
ir/205_fuzz_jump_thread_dropped_store,main,273,160
ir/206_fuzz_disp_fusion_entry_store_indexed,main,458,241
ir/207_fuzz_literal_pool_branch_narrowing,main,152,6
ir/208_fuzz_var_tmp_fwd_intervening_store,main,349,165
ir/209_fuzz_sccp_degenerate_branch_unreachable,main,505,174
ir/20_op_add,main,42,42
ir/20_op_add,simple0,2,2
ir/20_op_add,simple01,2,2
ir/20_op_add,simple02,3,4
ir/20_op_add,simple022,3,4
ir/20_op_add,simple1,3,3
ir/20_op_add,simple2,2,2
ir/20_op_add,simple3,2,2
ir/20_op_add,simple4,6,4
ir/20_op_add,simple5,9,7
ir/20_op_add,simple_stack,3,2
ir/210_fuzz_store_src_lea_hoist_intervening_store,main,157,29
